GeneName,RPKM          Oligodendrocytes div1                  1,RPKM          Oligodendrocytes div1                    2,RPKM          Oligodendrocytes div1                    3,RPKM          Oligodendrocytes div2.5                    1,RPKM          Oligodendrocytes div2.5                    2,RPKM          Oligodendrocytes div2.5                    3,RPKM          Oligodendrocytes div4                    1,RPKM          Oligodendrocytes div4                    2,RPKM          Oligodendrocytes div4                    3,RPKM          adult microglia 1,RPKM          adult microglia 2,RPKM          adult microglia 3,RPKM          Astrocytes 1,RPKM          Astrocytes 2,RPKM          Astrocytes 3,RPKM          cortical neurons div05                  1,RPKM          cortical neurons div05                  2,RPKM          cortical neurons div05                  3,RPKM          cortical neurons div10                  1,RPKM          cortical neurons div10                  2,RPKM          cortical neurons div10                  3
Mir684-2,830.9344,817.0667,805.777,768.1981,802.1507,833.5737,590.4497,564.1257,658.5795,333.0807,344.179,323.5018,672.5768,794.8149,500.6732,784.2532,898.2304,1062.716,770.3948,766.36,789.739
Gm12657,811.766,755.4874,886.9886,825.9776,821.7679,1257.354,806.4572,900.8688,798.2451,385.543,475.3421,481.0888,660.0553,722.3038,600.2565,992.2432,1076.365,980.6459,644.946,619.6628,562.8093
Gng10,809.9982,858.1517,793.2734,636.2891,617.2045,649.1373,543.4276,527.6773,512.0731,271.4171,232.6703,250.9603,372.7159,378.3887,324.8942,562.0481,606.3177,643.2993,515.1533,548.1038,565.5402
Cxx1c,803.7277,673.4825,845.0638,869.5801,855.5428,1110.554,1134.44,1174.827,1192.015,163.6486,167.0422,178.3518,593.8233,553.1401,523.8273,1000.309,1113.475,1032.165,988.9608,1178.558,1039.732
Rpl36a,801.9642,772.7557,850.2678,511.1453,545.7166,491.7445,488.4414,561.3187,591.1188,751.9582,763.7518,676.871,372.7109,401.0708,433.3587,594.9341,579.6274,577.3226,365.9694,370.3215,352.6616
Rpl31-ps12,801.8464,594.4332,801.5724,528.2523,575.9891,567.966,577.0304,573.5498,580.3576,667.9312,878.3646,704.1512,408.6929,456.8165,543.0789,702.3001,772.5267,643.5269,474.3105,512.2639,485.6483
Ndufa4,787.037,470.1433,652.832,573.9559,620.2853,653.9559,594.4056,586.3709,660.1111,260.8083,316.7319,277.7459,459.7205,435.4955,473.0443,810.9152,672.8051,753.2937,895.4312,1058.262,1041.931
Snrpd2,776.8207,1064.176,910.0546,600.1647,705.6496,720.6211,704.296,717.7062,738.1907,401.9061,447.1782,428.4177,620.5941,602.8391,638.9713,862.9439,990.6962,912.2811,769.5093,438.608,369.7222
Rplp0,773.6412,835.3274,837.2003,504.3615,516.2183,522.7548,489.3601,600.14,558.6496,619.6232,642.4724,679.2839,328.8096,401.5029,373.9217,623.977,629.1179,568.9422,380.2016,315.458,323.9546
Akr1a1,771.4195,842.8835,809.1629,714.3251,732.0073,771.0527,729.3666,738.8647,662.1713,1807.932,2247.844,2210.022,580.9862,630.2914,576.7802,795.688,850.6188,845.6052,784.6168,756.4185,689.1578
Usmg5,770.9466,584.5842,787.6494,860.985,785.0647,692.7552,760.4117,771.4651,915.0099,530.5889,582.9332,449.9282,540.0747,636.8201,875.6336,1146.384,1127.498,1129.615,1091.196,1460.611,1435.768
Nnat,770.3967,618.36,726.9541,453.3508,500.2072,731.7081,233.5322,284.0948,269.2522,44.44822,32.37658,37.19406,473.971,585.768,595.6424,2068.215,1984.902,1977.73,1775.204,1456.126,1216.317
Gm12191,767.548,605.6802,761.3699,459.0414,466.8128,503.0608,513.9443,509.6481,576.9677,736.2419,851.1433,707.8543,349.8944,434.5005,548.7183,742.0032,547.4951,563.0427,407.1249,425.4603,401.55
Uqcrb,766.9379,654.119,855.7646,784.733,759.106,713.1589,763.6805,751.4919,836.8925,679.3107,685.3794,630.3765,561.4057,563.4325,608.7266,661.7628,669.7703,624.2349,690.1808,817.3636,876.488
Rpl37,765.5917,692.2038,924.7045,498.4608,573.0164,559.2588,521.4202,571.2413,510.2508,804.0651,921.1109,859.3244,433.3305,493.9615,542.7234,639.3661,639.6072,551.9661,438.766,454.2936,432.5525
Krtcap2,745.9269,655.1729,700.8888,472.3817,493.5042,457.2622,523.933,533.4557,439.5475,578.9261,691.1698,630.3528,538.2729,587.4498,642.4761,424.6412,521.4063,475.9402,395.1472,396.5609,465.8315
2410006H16Rik,745.4421,1152.67,1016.57,599.6177,634.285,760.99,643.0457,875.6719,783.639,973.2611,980.7292,862.644,730.9211,818.926,802.1505,1103.461,1106.699,1279.507,934.9619,1175.719,1543.086
Uqcr10,741.7028,659.2323,731.7704,686.8423,769.2676,744.9432,1005.381,982.4504,992.1544,627.6728,794.2391,715.2899,653.9445,654.5682,708.9847,639.145,725.3035,682.1174,822.1387,972.8411,966.9027
Tceb2,735.3724,727.231,727.8577,735.2245,762.2524,796.1432,630.7537,722.6458,649.8667,345.8061,427.859,416.3831,507.5427,542.3613,482.5206,728.5686,784.5969,648.4435,683.8689,720.9732,652.2038
Pgam1,734.4685,645.9569,628.9571,799.9969,779.6093,723.7629,754.7918,741.776,631.2682,857.7401,839.3654,920.1063,556.8452,566.9865,545.6434,365.4064,393.6013,368.9519,482.5535,521.3009,507.254
Mir678,733.1396,617.5174,620.2271,434.4142,449.4905,493.9088,554.1324,626.9739,695.5204,292.2953,293.6447,287.3684,633.3734,594.6555,613.1027,1482.017,1346.207,1264.905,1362.1,956.4728,857.7579
Glrx5,715.2908,659.2565,679.5886,508.0348,527.1783,520.4631,465.8756,455.271,541.7986,309.5816,307.976,280.6752,306.8691,329.6148,338.6168,382.8169,388.4656,432.5805,424.816,416.0946,439.7654
Rpl7,714.5475,640.6517,748.1526,464.2224,534.3072,534.5196,495.1178,538.0617,508.8836,430.4543,573.8486,531.4804,489.5288,494.8049,582.4545,536.9537,531.7145,475.0597,363.1818,329.6525,305.4217
Rpl6,708.5614,1020.782,861.3039,629.4543,576.1805,589.7554,551.4188,632.8199,582.9105,877.8214,894.9462,1128.23,370.8411,410.9658,311.5928,494.7365,519.9982,483.0963,371.6089,384.6456,367.1091
Slc25a4,704.4233,561.4373,821.6084,703.4297,727.9461,602.2345,723.3266,800.5969,964.6785,223.3179,181.3032,180.5224,380.394,425.0143,437.149,495.1351,464.7436,450.6866,456.2439,482.1145,496.606
Tma7,700.4576,565.2817,691.2292,599.4374,658.2475,676.5632,626.6512,662.6449,729.7308,437.7547,667.3917,599.8929,586.7939,652.5046,599.9592,558.9006,665.8221,654.4395,594.1198,613.89,580.8524
Ckb,698.7073,682.5299,702.7697,1082.941,959.0368,763.2529,1500.227,1469.912,1387.827,234.9438,250.5295,210.1037,2205.408,2243.547,1980.442,424.093,442.9616,438.5422,469.1096,486.0527,503.6776
Gng5,696.6313,496.6176,619.2704,613.4181,609.1668,523.3192,648.1356,593.0693,478.3005,877.4324,1328.908,1082.104,1309.621,1350.374,1390.814,176.8699,233.8763,207.5102,153.0853,165.4273,187.6633
Atp5e,696.0516,678.1868,701.9117,761.5931,695.3217,760.8036,783.0537,956.2841,901.5663,709.5576,838.327,668.0557,494.2713,623.5945,566.2472,614.3665,786.7951,625.0278,522.0287,539.7487,536.3789
Rpl35a,680.5624,680.8084,792.0416,417.3784,560.5527,496.4439,431.813,472.6578,496.1196,786.7471,926.61,833.5812,430.087,445.9073,560.3206,564.6099,502.1346,499.0033,400.7561,404.0489,346.5722
Mdh2,679.9987,727.1282,728.1465,572.6279,601.6581,657.5911,624.5745,712.7448,639.4056,467.855,541.2204,511.5779,396.2745,383.8919,383.2813,677.6457,715.5079,646.2007,635.9901,838.709,719.3465
Cox6b1,678.767,722.5934,757.222,651.2756,690.3274,670.0953,574.4489,650.9056,677.4716,552.1777,577.507,593.0427,436.5404,459.1645,451.3932,685.7203,633.3838,625.6487,688.8997,716.5556,695.2559
Ubc,677.6072,731.7781,713.8773,875.1674,838.5799,944.2168,746.0676,840.8016,820.046,1016.964,1018.317,1006.186,890.1218,900.0624,925.7313,595.1573,508.7614,475.1252,588.152,554.6987,559.8072
Rpl34-ps1,673.8226,642.588,728.106,463.1442,536.1579,492.0295,453.6656,505.0551,557.1989,644.0406,786.2535,649.8604,388.447,470.4197,512.4237,569.5432,513.473,507.7495,385.958,390.5935,384.6683
Grcc10,672.1727,756.3391,604.8385,367.2173,384.5265,399.2087,418.7607,414.5509,357.2656,308.7917,337.2756,357.9026,520.1721,578.6589,515.6962,731.4659,775.9955,684.3071,815.363,652.04,614.5442
Cox7c,664.4376,580.3198,709.7199,587.4903,652.5015,591.4963,553.9454,689.3295,679.5768,469.3651,556.467,400.0225,381.0006,404.5972,451.2815,663.6289,625.3771,601.2816,606.0261,1055.462,1001.631
Cst3,660.8435,794.5896,528.9938,1235.903,1161.572,650.4306,1582.873,1392.641,1084.455,2333.636,2406.388,2370.445,4842.686,5213.363,4854.757,376.2514,416.4303,420.5225,586.1578,447.5007,671.3753
Hsd17b12,656.9575,589.2173,551.0619,969.3113,834.6853,735.7411,698.6121,658.6806,712.5199,414.8401,361.5147,367.754,353.3983,344.8154,331.0063,217.6794,194.2148,204.5826,270.802,342.8548,293.5274
Tmem50a,648.0349,661.491,608.964,677.4238,643.9301,648.9313,738.9351,771.2111,709.7421,1314.796,1293.146,1373.364,798.5981,859.2235,737.1978,643.854,654.9695,597.5308,687.7102,672.6427,708.5971
Arpc3,645.0369,709.4913,615.5688,594.2861,601.5897,568.7939,502.0538,503.8839,556.8834,1744.466,1560.456,1515.439,363.8909,409.5417,348.7934,660.4184,615.8378,655.5787,605.4328,650.2613,697.8403
Rps19-ps3,629.3934,705.8064,599.0242,351.0345,377.1855,385.5868,438.7177,448.23,405.4458,684.0809,713.8949,743.3574,222.8815,247.4719,202.1498,398.5654,450.9191,458.692,289.2434,243.1176,236.3736
Prdx1,628.9492,580.171,439.4212,492.1522,571.3837,471.85,525.4191,480.2432,514.2119,2256.058,2424.941,2089.85,481.5576,450.4742,476.6535,125.0324,130.5874,135.5248,162.3537,161.0188,158.7959
Rpl18,627.6108,675.1089,711.4205,323.8568,436.4946,436.4438,422.7402,450.4813,422.3284,372.3645,482.5105,435.6471,278.4633,307.4269,290.9569,426.9752,404.8895,398.4332,279.0451,274.5545,235.7131
Clic1,627.0959,666.1262,352.1948,798.4362,703.4758,351.1483,722.9061,718.5456,466.666,4117.859,3719.641,3755.99,1576.056,1474.873,1442.815,72.95848,54.99292,51.52217,71.93056,57.67773,67.26276
Cox7a2l,626.9916,579.7966,597.1625,477.8342,529.728,575.2751,579.8391,583.2263,520.6868,898.0005,919.0616,891.6216,552.3243,557.8337,557.7048,567.7209,578.2332,526.2936,471.7242,487.2892,492.9272
Mt2,626.9553,586.3419,262.0056,1349.08,1124.322,217.7666,1259.15,936.0281,747.0219,134.0563,163.3624,125.0951,13210.55,13402.24,14691.25,107.4246,101.956,92.77715,171.4874,139.9874,251.7432
Mt1,621.1754,565.8765,376.0959,1091.3,956.4221,393.1483,1804.354,1490.569,1576.882,445.9931,488.8257,406.8701,14059.7,13728.05,14289.29,152.2981,143.6075,148.9674,233.2028,211.9306,392.8169
Taldo1,620.363,522.5623,672.9021,833.0746,752.8835,789.856,666.0169,760.2169,839.1547,423.5534,408.6768,506.9294,135.9912,133.0984,116.6719,167.5126,171.4889,160.8268,135.8432,152.0022,138.8528
Ndufb8,619.9521,667.6124,679.4193,478.8643,550.9478,562.2657,565.1611,594.1564,608.5597,599.1827,542.8049,571.895,323.4894,326.4722,334.1089,500.971,545.2798,522.6463,565.2397,646.7803,656.0035
Gm5506,617.8539,680.5182,589.3775,570.9083,553.3791,494.881,415.4504,432.4719,362.6057,469.6778,441.6232,458.3124,455.4495,432.772,442.2262,181.597,166.9654,175.6389,199.325,184.386,195.9967
Phpt1,617.8502,741.2721,749.6145,543.6862,546.3519,613.3619,622.5961,531.7801,559.2629,139.8806,137.8776,144.5656,938.7865,970.8823,940.3333,328.6444,382.8913,414.9925,400.8961,402.666,422.427
Ndufc2,617.2364,472.5169,618.3437,611.4896,572.7799,578.1437,689.3798,688.4046,712.9276,432.2194,447.4297,398.9213,488.3836,565.5638,530.6147,595.7141,645.2306,603.5105,603.8393,700.9614,666.4705
Cxx1a,611.9641,511.8552,642.6842,660.6971,649.2702,841.1669,861.0618,893.6859,906.0453,123.5664,126.7732,134.7738,451.3057,418.3723,399.512,759.0034,844.7558,784.9753,749.162,892.5439,789.0711
Apoe,607.9144,539.273,389.1672,634.0987,614.5249,706.1481,1160.211,988.5999,761.5014,1909.383,1980.298,2337.072,3454.2,3517.737,3102.415,103.2671,80.76656,79.10709,247.4109,87.30396,125.8126
Slc25a5,607.728,542.4998,644.119,508.5986,505.4045,396.6773,464.856,474.4479,441.4205,592.6182,488.2601,511.2531,284.959,309.1945,341.2098,214.666,208.7817,205.1661,254.3535,330.5742,341.0905
Uqcrq,604.2642,669.6367,604.1412,467.4447,503.49,517.5226,556.387,599.9817,542.9723,480.9108,623.9959,521.4622,328.0614,370.3786,356.433,541.3199,604.5056,562.944,636.9206,821.3998,766.9351
Fabp7,597.7522,375.1918,367.7457,1003.461,884.4512,430.3878,1059.123,883.177,727.2078,64.44307,51.41163,81.07524,724.3448,733.1538,790.7207,149.2806,137.2225,172.5504,321.8018,253.2982,360.0103
Eno1,595.3721,655.627,566.9072,548.9842,533.0906,476.4282,399.8853,415.5966,349.6482,452.7616,424.8279,441.1559,439.0598,417.295,426.4147,175.1441,160.5856,169.535,192.445,177.4201,188.2165
Hist3h2ba,588.0065,568.1345,653.8899,373.9095,368.5974,558.0942,438.3225,505.9031,585.1425,17.44343,16.84975,16.49737,36.52505,35.19472,36.76671,822.1002,694.5008,620.8359,805.9938,674.7617,631.5475
Serpine2,587.3396,771.7762,681.9289,770.1698,678.1556,624.8969,402.3353,408.0302,374.4322,60.1659,46.45866,71.47414,1675.795,1598.895,1359.601,50.94498,50.45374,53.88691,99.10046,81.24783,119.267
Atp5g1,581.3113,716.4642,676.4496,473.9987,493.3095,514.0338,500.8715,555.428,558.4704,350.2187,341.0482,356.6454,244.3976,252.3602,230.813,487.3755,547.0623,518.3073,537.4069,461.9563,483.6999
Rpl7a,573.918,759.1813,754.3336,440.5661,455.0762,459.283,348.8204,405.6714,446.4695,545.3474,501.4512,536.0422,233.9963,254.989,250.4805,420.2156,395.0234,414.033,298.5254,309.1205,295.9772
Dhrs1,572.882,478.9169,350.0482,959.6825,757.2939,357.2529,1157.533,860.8528,590.552,173.4697,182.2812,185.5152,1265.329,1197.26,990.6284,93.29735,82.864,80.8074,122.1567,127.1585,147.3457
Sox10,572.0915,528.3455,609.7575,450.3669,448.0691,478.4344,344.7877,394.5592,445.0824,8.94232,8.02221,8.143484,9.75498,7.558506,8.609734,8.286739,9.743684,9.196831,7.209127,8.444715,9.904801
Atf4,569.5273,782.53,693.0416,608.7676,506.3916,637.9298,382.5436,417.6568,344.6042,344.8238,457.0704,424.5513,439.8619,476.8783,391.873,938.376,929.3406,815.6918,1075.143,1512.449,1501.119
Sc4mol,563.46,621.1785,636.8459,525.9072,457.4282,400.1404,247.5883,270.1052,261.8392,61.21537,59.81989,61.01131,186.9776,198.4724,183.9132,185.8041,159.9024,135.7169,266.7293,276.3329,253.5252
Cxx1b,561.4082,471.4608,593.6772,612.9035,597.9637,772.248,790.5546,825.2723,839.3046,114.5931,126.9582,123.8695,404.3845,375.5719,369.1408,641.4147,731.434,704.7393,651.8793,778.2381,686.462
Bax,558.2475,607.321,567.2243,576.6313,612.8599,527.1176,537.5338,602.7667,593.0418,966.021,809.4601,820.1526,389.3197,377.8625,333.5638,356.0162,389.3706,359.7105,331.6932,334.4284,361.2166
Rraga,554.6524,671.2971,624.9703,615.1307,568.4823,514.0121,586.7676,517.5867,635.0421,369.2247,272.5373,290.0259,512.8198,539.5087,545.3795,514.47,470.9332,556.1721,706.7295,730.9359,772.786
Rpl22l1,552.3559,683.4509,568.3806,338.5027,374.9474,277.5002,301.6204,331.2315,351.934,324.7726,352.8517,292.4841,235.0866,248.0192,282.6042,192.7484,158.8663,180.4338,172.7245,213.8341,236.4826
Cpe,551.2914,437.6773,369.3376,546.4815,541.7475,437.7721,1070.238,912.8632,842.3768,108.0404,108.0937,93.1983,4331.397,3809.292,4060.357,736.642,782.827,757.1012,983.7557,909.6041,851.8955
Rpl13,550.3614,524.0794,576.6826,330.1627,394.817,357.3266,355.3492,403.1619,372.5224,489.1627,575.1583,497.4825,224.4424,236.8806,245.9749,390.7574,352.235,352.4173,225.3108,219.8512,191.6752
Hsp90ab1,545.9854,556.2416,530.4312,397.4715,398.3728,386.3685,361.4911,390.8637,403.9062,334.6181,278.1519,294.7336,320.2878,337.2507,348.7774,511.8259,519.015,521.6693,528.8442,549.8193,524.3907
Pcbp1,537.292,566.4756,513.999,448.1378,481.7093,481.9448,465.243,438.3546,455.6794,276.8837,287.2343,283.1339,342.3141,357.4121,306.0425,317.2556,316.7719,375.4215,336.0312,388.4955,397.0276
Cox4i1,533.9184,505.8875,527.7921,451.3623,479.5587,523.7325,524.184,619.7461,576.7562,493.7596,559.0112,623.6442,360.837,430.1653,420.2711,501.1028,519.0891,490.5064,522.4445,371.6193,344.4368
Oaz1,524.502,498.2353,504.6399,484.1035,501.2286,516.947,465.1432,522.7364,481.7717,792.3243,744.2364,804.5681,460.9054,496.4536,449.4933,478.5115,502.4626,473.5931,462.8055,536.014,505.4329
Sh3gl3,524.2678,425.2592,582.7188,627.7425,598.4789,637.2058,769.4789,740.7815,796.7294,12.31582,9.781689,10.91792,21.07595,20.67755,22.52975,140.4413,142.7337,166.1615,120.3512,107.5528,95.80456
Tecr,523.326,701.0281,680.0945,535.1057,584.4625,571.6793,418.3097,493.2406,491.5619,149.1354,139.4099,157.1718,199.3993,182.9553,173.5529,419.0102,472.8508,444.6411,532.274,388.1597,402.193
Tmem256,518.9716,499.5983,470.0218,418.9001,480.8324,392.2458,435.2645,468.3118,622.1271,325.5262,376.3718,312.3093,228.5253,302.5489,262.4884,198.5279,192.8589,190.5848,195.1298,216.9956,190.4679
Lgals1,518.5233,573.3757,229.198,784.3732,558.551,246.6016,699.3823,795.1759,382.3692,1651.834,2018.998,1558.292,702.5572,717.0606,632.8526,28.94128,30.84038,30.48788,34.22713,28.24584,35.43525
Srp14,513.688,426.7905,519.9023,524.1005,508.4842,560.8947,574.6227,598.0198,661.0654,341.5046,372.1045,354.2381,487.3089,535.4514,438.523,364.0092,416.0385,415.9092,435.1117,455.2705,443.3143
Rpl30,509.97,402.1043,505.465,304.7525,309.9119,334.3684,341.2019,338.3497,383.0424,488.7828,565.0646,469.9366,232.291,288.4601,364.288,493.0737,363.476,373.7978,270.2857,282.4584,266.5846
Arhgdia,505.698,521.1387,505.3534,456.5758,458.3577,479.136,545.6381,474.6225,513.0523,504.8835,488.5008,463.1967,364.0167,312.2663,357.2398,156.5987,182.4449,198.7682,181.7489,111.0856,120.1927
Rps17,504.3727,519.8089,534.095,354.7339,371.3312,419.7779,383.3794,451.0052,398.8353,432.2765,571.8092,502.3552,289.5304,346.0966,276.0807,483.5051,487.0512,438.2661,352.7932,394.6207,306.5074
Pkm,500.7279,485.6118,446.4573,384.4112,391.9172,397.6682,398.8058,427.8373,358.7854,827.7391,950.1799,905.3226,281.7609,251.9756,266.9144,218.8377,246.366,226.8459,218.9874,224.1216,225.0777
Arl8a,497.5183,453.7849,445.6354,337.7143,329.0907,399.4717,406.3598,330.3179,336.5197,153.3606,147.6525,126.6827,512.6528,438.6821,406.4281,351.7175,382.7652,473.7261,356.5207,538.8063,516.5037
Uchl1,497.4027,565.8207,537.5676,447.4771,430.6594,431.8396,291.4498,307.6155,266.0244,157.4878,161.4135,173.3561,556.3797,574.1633,550.0898,2958.525,2740.77,2818.882,2423.481,2414.7,2166.688
Gnas,496.6445,515.4551,529.0636,531.7727,580.2678,562.7593,460.6757,472.368,436.8511,256.5831,284.3996,282.4595,865.4588,844.8156,974.674,599.7002,544.3918,555.1943,692.4121,762.996,702.9285
Npm1,494.9382,494.9724,587.3392,486.7663,470.458,430.651,433.4198,442.9169,470.6549,513.8018,504.162,494.2645,341.086,407.7272,401.5774,462.0266,452.015,477.66,349.4153,330.079,358.5829
Hmgn1,494.3159,310.6256,450.1765,405.4533,364.797,368.3149,361.4454,310.6764,289.7799,266.9631,231.4266,207.2949,557.9532,596.7838,619.8367,290.5313,275.8501,271.237,170.5245,159.7982,157.2439
Oaz1-ps,489.4835,423.8397,466.6444,457.17,481.0173,480.2666,437.1826,488.1308,459.0666,741.069,693.5,744.6931,440.4543,488.6339,437.0558,436.356,458.8961,444.7106,417.5466,505.3454,475.7851
Fyn,487.8801,462.8837,504.6495,396.2951,378.0304,428.3671,174.098,151.9311,170.2451,29.34852,26.30217,27.31265,58.04744,51.58126,57.43039,164.543,156.065,162.351,139.2571,117.4461,131.6601
Selk,485.0999,499.7667,530.4114,507.6952,498.0602,556.4272,453.3151,512.2489,600.472,178.8802,187.2838,181.659,425.8734,439.2863,430.4297,347.0877,345.0753,369.8505,436.1246,503.1348,481.8102
Rps6,483.8709,536.5237,614.1277,377.0863,400.9877,367.6731,363.5914,420.2366,418.5594,583.9617,628.2595,661.8355,258.55,324.1935,305.2463,375.5091,377.3664,334.4471,264.2975,255.9821,267.9674
Rpl15,482.9917,523.5438,556.3704,316.3616,336.1637,342.0224,335.7101,360.1967,326.0782,428.5199,470.9875,445.8034,223.9315,249.4768,265.9848,394.9697,440.6567,383.1377,274.2261,227.7533,255.6753
Prmt1,479.6451,507.7052,509.5461,337.5283,316.899,350.1106,240.1536,245.3104,226.3279,151.0386,156.864,144.1138,151.5078,153.5946,119.5614,480.0113,478.8119,501.7011,339.0541,353.1843,346.8822
Lyz1,477.4128,533.5432,312.6864,640.4673,665.8481,602.3959,504.739,427.2002,331.3605,3736.528,3673.141,3787.649,64.05756,76.06444,67.40832,28.64784,28.09476,26.37269,27.63682,30.26783,29.41265
Ndufa3,471.941,434.6529,404.3631,382.0131,436.001,427.7982,472.1937,535.2292,581.8906,283.9201,308.4829,245.0119,336.9429,312.6179,333.8384,293.2467,303.8171,260.2661,334.1454,342.619,328.2921
Snrpd1,470.2664,495.7845,509.7443,390.6645,381.2317,442.0648,276.6549,270.5961,278.5957,201.4987,211.8353,207.2558,248.0639,230.8623,211.1522,402.9019,427.7684,389.8751,291.214,305.2185,288.2377
Snrpe,468.7977,370.2302,445.6735,391.2014,431.0262,445.149,312.0152,335.3704,334.9817,260.8083,344.4533,265.2723,341.0472,328.0911,372.3722,353.2835,394.0119,397.1602,250.9394,264.0871,253.8806
Snrpg,466.409,531.7906,586.9013,365.3388,518.6567,530.7141,301.4849,351.1978,470.6512,370.3895,457.8062,298.7828,442.9274,345.1821,501.9805,840.1585,761.574,719.7747,419.2855,508.6966,417.7692
Rpl28,466.1884,527.1539,489.4996,301.4934,348.565,352.223,358.3173,399.6174,353.3693,407.2099,487.3555,467.7003,247.5342,222.0872,255.8917,254.3694,280.098,268.4788,218.3557,137.3062,151.8143
Banf1,465.632,599.1158,522.759,400.3114,409.0626,420.0846,280.9011,314.4218,338.0956,336.0862,319.5272,291.0288,217.3397,216.7887,209.7827,654.3451,585.6471,596.8927,546.7289,521.0323,499.2298
Lyz2,465.5523,505.0081,311.5292,597.2703,633.3109,580.2211,475.0659,394.9243,294.2269,3625.9,3549.544,3737.95,64.53116,75.3631,63.63328,27.30123,25.0091,25.19687,25.44252,26.72265,25.98137
